SA,PCT,CHO_CHN_No,CHN,CST_No,CST,IHA_No,IHA,Region,HR_abbr
217071002,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217072001,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217072002,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217072003/217072004,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217073001,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217073002,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217074001,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217074002,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217075001,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217076001,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217076002,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217077001,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217077002,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217077003,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217078001,Carrick on Suir,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217078002,Carrick on Suir,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217079001,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217080001,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217081001,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217081003/217081002,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217082001,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217082002,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217083001,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217084001,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217085001,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217085002,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217086001/217117001,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217087001,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217087002,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217087003,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217087004,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217088001,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217089001,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089002,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089003/01,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089003/02/217089006,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089004,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089005,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089007,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089008,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089009,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089010,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089011,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217089012,Clonmel 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217090001,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217090002,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217090003,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217091001,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217091002,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217091003,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217092001,Ballina/Killaloe/Newport,CHO 3 - 5,East Limerick and Ballina,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217092002,Ballina/Killaloe/Newport,CHO 3 - 5,East Limerick and Ballina,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217093001,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217093002,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217093003,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217093004,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217093005,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217093006,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217093008,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217093009/217093007,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217094001,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217095001,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217095002,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217096001,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217096002,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217097001,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217097002,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217098001,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217098002,Cahir 2,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217100001,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217100002,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217101001,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217102001,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217102002,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217103001,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217103002,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217103003,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217103004,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217103005,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217103006,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217104001,Ballina/Killaloe/Newport,CHO 3 - 5,East Limerick and Ballina,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217104002,Ballina/Killaloe/Newport,CHO 3 - 5,East Limerick and Ballina,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217105001,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217105002,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217106001,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217106002,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217107001,Carrick on Suir,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217108001,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217108002,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217109001,Ballina/Killaloe/Newport,CHO 3 - 5,East Limerick and Ballina,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217110001,Tipperary 1,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217110002,Tipperary 1,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217110003,Tipperary 1,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217110004,Tipperary 1,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217111001,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217111002,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217112001/01/217099001/217112002/217112003/217112005/217112001/217112004,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217112002/01,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217112003/01,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217112004/01,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217112005/01,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217113001,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217114001,Slieve Ardagh,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217115001,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217115002,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217115003,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217116001,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217116002,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217118001,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217118002,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217118003,Nenagh East*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217119001,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217119002,Tipperary 2,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217120001,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217120002,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217120003,Clonmel 3,CHO 5 - 5,South Tipperary and North Waterford,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217121001,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217121002/01,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217121002/02,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217121002/03/217121004,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217121003,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217122001,Thurles South*,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217123001,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217123002,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217124001,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217124002,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217125001,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217125002,Templemore,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
217126001,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217126002,Cashel,CHO 5 - 4,Central Tipperary,CST 15,Tipperary / Waterford,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
217127001,Borrisokane,CHO 3 - 2,North Tipperary,CST 8,Limerick Team 2,E1,HSE Limerick City and Tipperary North,HSE Midwest,MW
